vin,make,model,year,age,price,mileage,city,state,region,population,lat,lng
3GTU2WEC0FG228103,GMC,Sierra,2015,5,44290,35931,Ozark,AL,South,11678,31.4508,-85.6473
1FMCU9EG1CKC27388,Ford,Escape4WD,2012,8,13777,80766,Harrisburg,PA,Northeast,441580,40.2752,-76.8843
1FADP3L96EL202586,Ford,FocusHatchback,2014,6,15990,40261,Smyrna,GA,South,56685,33.8633,-84.5168
1C4RJEBG8EC558440,Jeep,Grand,2014,6,23597,53194,Sumter,SC,South,72131,33.9392,-80.393
1D7HA16D54J227741,Dodge,Ram,2004,16,7500,177879,Arlington,TX,South,396394,32.6998,-97.1251
2HGFB2F57DH300513,Honda,Civic,2013,7,11990,78076,Princeton,WV,South,5822,37.3688,-81.0961
1FADP3K29DL182109,Ford,FocusHatchback,2013,7,10786,44243,Waukesha,WI,Midwest,72489,43.0087,-88.2464
3GCUKREC4EG382653,Chevrolet,Silverado,2014,6,28588,47289,Olympia,WA,West,196078,47.0417,-122.8959
1HGCR2E58FA011237,Honda,Accord,2015,5,15997,40040,Freehold,NJ,Northeast,11894,40.2596,-74.2755
1FTEX1CM9EFC98185,Ford,F-1502WD,2014,6,21995,16916,Arlington,TX,South,396394,32.6998,-97.1251
1C4BJWDG8HL522370,Jeep,Wrangler,2017,3,31900,11352,Peoria,AZ,West,168181,33.7844,-112.299
WBA3C3G52FNT53260,BMW,3,2015,5,23591,33683,Cockeysville,MD,South,20789,39.4793,-76.63
2GKALTEK0E6134002,GMC,TerrainFWD,2014,6,19392,59904,Sedalia,MO,Midwest,26399,38.7042,-93.2351
2C4RDGCG9HR573963,Dodge,Grand,2017,3,22995,28428,McKinney,TX,South,235134,33.2016,-96.6669
2C4RC1CG0DR614815,Chrysler,Town,2013,7,16735,57655,Chantilly,VA,South,24802,38.8868,-77.4453
1FT7W2BT0FEB51996,Ford,Super,2015,5,49901,55028,Pauls Valley,OK,South,5817,34.7236,-97.2291
1HGCR2F86EA293644,Honda,Accord,2014,6,18500,29740,Frisco,TX,South,177286,33.1554,-96.8217
WBSVA93508E215285,BMW,3,2008,12,28995,43200,Chicago,IL,Midwest,8675982,41.8373,-87.6862
1N4AL3APXFC287045,Nissan,Altima2.5,2015,5,13950,35749,Manassas,VA,South,41501,38.7479,-77.4838
4S4BSBDC0G3211030,Subaru,Outback2.5i,2016,4,23994,20005,Oak Lawn,IL,Midwest,56087,41.7139,-87.7528
5XXGT4L33HG132473,Kia,OptimaLX,2017,3,17497,8651,Conyers,GA,South,16015,33.6645,-83.9967
2T2BK1BA2FC297846,Lexus,RX,2015,5,36887,15414,Oregon City,OR,West,36360,45.3414,-122.5927
2GKALUEK4F6159525,GMC,TerrainFWD,2015,5,25375,25142,Elmhurst,IL,Midwest,46662,41.8973,-87.9432
3GTP2VE31BG273553,GMC,Sierra,2011,9,23500,62829,Brookfield,WI,Midwest,38045,43.064,-88.1231
1GC1KWE82FF640491,Chevrolet,Silverado,2015,5,57991,37866,Manvel,TX,South,10115,29.4793,-95.3658
2HGFB2F65FH540378,Honda,Civic,2015,5,13797,44600,Phoenix,AZ,West,4081849,33.5722,-112.0891
1C4RJFAG4FC638066,Jeep,Grand,2015,5,33444,38352,Carson City,NV,West,57525,39.1511,-119.7474
1FADP3E29DL142897,Ford,FocusSedan,2013,7,6995,59943,Countryside,IL,Midwest,5964,41.7741,-87.8752
2GNALCEK9H6239323,Chevrolet,EquinoxFWD,2017,3,22500,18573,Safford,AZ,West,19302,32.8318,-109.7006
2FMTK3J90FBB11494,Ford,EdgeSEL,2015,5,24894,19515,Leesburg,GA,South,3765,31.7325,-84.1687
1N4AL3AP6FN897738,Nissan,Altima2.5,2015,5,11750,36923,San Diego,CA,West,3210314,32.8312,-117.1225
JTHBF30G330098403,Lexus,ES,2003,17,7499,73465,Stone Mountain,GA,South,6368,33.8034,-84.1724
1G1FB1RS2G0147910,Chevrolet,CamaroCoupe,2016,4,24899,25813,National City,CA,West,61363,32.6654,-117.0983
3GTEK13M99G125849,GMC,Sierra,2009,11,19975,107197,Lexington,KY,South,315939,38.0423,-84.4587
1GTEC14X58Z314809,GMC,Sierra,2008,12,13494,27549,Matteson,IL,Midwest,19418,41.5095,-87.7468
1HGCR2F53EA066384,Honda,Accord,2014,6,13495,94480,Duluth,GA,South,29463,34.0053,-84.1491
1FT7X3B67BEA15680,Ford,Super,2011,9,9990,189184,Grand Prairie,TX,South,193837,32.687,-97.0209
2C4RDGCG1GR344434,Dodge,Grand,2016,4,19497,35891,Macon,GA,South,152663,32.8065,-83.6974
WBA3C3G5XENS69055,BMW,3,2014,6,19990,19191,Freeport,NY,Northeast,43508,40.6515,-73.585
1N4AL3APXFC130678,Nissan,Altima2.5,2015,5,12594,31161,Coral Springs,FL,South,133037,26.2702,-80.2591
1VWAT7A31GC047315,Volkswagen,Passat4dr,2016,4,15935,30937,San Mateo,CA,West,104748,37.5522,-122.3122
WBAPH77569NL84252,BMW,3,2009,11,10990,80627,Dallas,TX,South,5733259,32.7936,-96.7662
5TFHW5F10CX240224,Toyota,Tundra,2012,8,25995,116015,Teterboro,NJ,Northeast,69,40.8579,-74.0594
WBA3C1C58EK115536,BMW,3,2014,6,29000,29819,Palm Springs,CA,West,48142,33.8017,-116.5382
19XFB2F56FE099734,Honda,Civic,2015,5,11888,28245,Derby,CT,Northeast,12581,41.3265,-73.0833
JTJBK1BA7F2467747,Lexus,RX,2015,5,35523,30190,White Plains,NY,Northeast,59047,41.022,-73.7549
3D7KS29D76G235266,Dodge,Ram,2006,14,19875,144083,Milwaukie,OR,West,20801,45.4447,-122.6221
1G1ZE5ST2HF152666,Chevrolet,MalibuLT,2017,3,18533,17231,Waldorf,MD,South,73223,38.6085,-76.9195
1FTEW1CP6FKD35991,Ford,F-1502WD,2015,5,28871,43036,Albuquerque,NM,West,758523,35.1053,-106.6464
1FADP3K26GL310875,Ford,FocusHatchback,2016,4,12888,19964,Dothan,AL,South,71620,31.2335,-85.4068
WBA5B1C5XED481577,BMW,5,2014,6,30995,24985,Marietta,GA,South,61048,33.9532,-84.5422
4T1BF1FK8GU161300,Toyota,CamrySE,2016,4,15803,41703,Warner Robins,GA,South,149617,32.5975,-83.6526
2C4RDGBG9GR191903,Dodge,Grand,2016,4,18988,22621,Friendswood,TX,South,39839,29.5112,-95.1979
1HGCM72603A017554,Honda,Accord,2003,17,7995,77169,Honolulu,HI,West,833671,21.3294,-157.846
1GTV2VEC4FZ175484,GMC,Sierra,2015,5,33644,29228,Strongsville,OH,Midwest,44744,41.3128,-81.8313
1N4AL3APXFC143298,Nissan,Altima2.5,2015,5,13981,42375,Moreno Valley,CA,West,207226,33.9244,-117.2045
WMWZF3C52DT490019,MINI,Cooper,2013,7,12999,47738,Hickory,NC,South,215353,35.7426,-81.323
1FTEW1EF3FFA29506,Ford,F-1504WD,2015,5,40879,35782,Blair,NE,Midwest,7943,41.5417,-96.1361
3GTRCVE35AG112336,GMC,Sierra,2010,10,23194,63239,Tracy,CA,West,95982,37.726,-121.444
1FTEX1E66AFD02668,Ford,F-1504WD,2010,10,34500,59631,Louisville,KY,South,1011696,38.1663,-85.6485
2FTRX18L02CA87630,Ford,F-1504WD,2002,18,6995,94249,Bel Air,MD,South,10037,39.5348,-76.346
19XFB2F59EE263332,Honda,Civic,2014,6,14991,23056,Napa,CA,West,87032,38.2976,-122.3011
3FA6P0HD8GR360517,Ford,FusionSE,2016,4,16943,16222,Cape Girardeau,MO,Midwest,54588,37.3108,-89.5596
2T1BURHE1GC726905,Toyota,CorollaLE,2016,4,15588,3783,Gaithersburg,MD,South,68710,39.1346,-77.2132
1FTPW14V57FB18500,Ford,F-1504WD,2007,13,16479,63192,Tampa,FL,South,2804240,27.9942,-82.4451
1D7HA18287J641323,Dodge,Ram,2007,13,9998,161625,Raleigh,NC,South,1018336,35.8324,-78.6438
1GC1KXCGXCF184011,Chevrolet,Silverado,2012,8,35250,60731,Federal Way,WA,West,96690,47.309,-122.3359
1FTFW1ET0EFA95147,Ford,F-1504WD,2014,6,23500,102056,Lebanon,TN,South,34027,36.2039,-86.3475
1FTFW1CT7EKD14177,Ford,F-1502WD,2014,6,31400,62003,Houston,TX,South,5446468,29.7869,-95.3905
2C4RDGBG0DR504851,Dodge,Grand,2013,7,10692,91450,Tracy,CA,West,95982,37.726,-121.444
1N4AL3AP8HC112599,Nissan,Altima2.5,2017,3,14888,33614,Katy,TX,South,18282,29.7905,-95.8353
WMWXM5C56ET933542,MINI,Cooper,2014,6,15377,29681,North Riverside,IL,Midwest,6564,41.8461,-87.8263
3D6WG36AX8G143174,Dodge,Ram,2008,12,20385,71791,Kernersville,NC,South,24386,36.1065,-80.0847
1N4AL3AP4EC318773,Nissan,Altima2.5,2014,6,18900,18323,Salina,KS,Midwest,46782,38.8137,-97.6143
1FMCU0F74GUA60190,Ford,EscapeFWD,2016,4,17900,13585,Decatur,AL,South,68816,34.573,-86.9905
1N4AL3AP0FC236816,Nissan,Altima2.5,2015,5,12991,65406,Denver,CO,West,2787266,39.7621,-104.8759
1J4GX48S54C209689,Jeep,Grand,2004,16,4908,154277,Winter Haven,FL,South,245237,28.0118,-81.7017
3FA6P0H71FR124932,Ford,FusionSE,2015,5,16406,17572,Vandalia,OH,Midwest,15053,39.8791,-84.193
3GTU2VEC7EG494730,GMC,Sierra,2014,6,34995,36557,Lafayette,IN,Midwest,159293,40.399,-86.8593
1C4HJWEG1EL272829,Jeep,Wrangler,2014,6,32478,29655,Harrisburg,PA,Northeast,441580,40.2752,-76.8843
2T2HA31U84C014688,Lexus,RX,2004,16,8995,151247,Oxford,PA,Northeast,5574,39.7859,-75.9801
3FA6P0HDXER259136,Ford,FusionSE,2014,6,11525,93707,Lafayette,IN,Midwest,159293,40.399,-86.8593
1C4BJWEG5DL679301,Jeep,Wrangler,2013,7,29987,59690,Denver,CO,West,2787266,39.7621,-104.8759
1FMCU9DG8CKC38406,Ford,Escape4WD,2012,8,11898,83248,Saukville,WI,Midwest,4419,43.3847,-87.9439
1FTFX1ET3EFA83331,Ford,F-1504WD,2014,6,26395,11942,Fishers,IN,Midwest,91832,39.9589,-85.9665
2C4RC1BG4CR273600,Chrysler,Town,2012,8,11900,114941,Orwell,OH,Midwest,1598,41.5364,-80.8597
3VWDP7AJ2DM361159,Volkswagen,Jetta,2013,7,9995,44794,Baltimore,MD,South,2170504,39.3051,-76.6144
WMWZC3C58DWM28485,MINI,Cooper,2013,7,13681,43679,Miami Gardens,FL,South,113750,25.9433,-80.2426
1C4RJEBG1HC826524,Jeep,Grand,2017,3,33892,17,Bonham,TX,South,10059,33.588,-96.1901
1FTRF12W89KB84750,Ford,F-1502WD,2009,11,15295,80679,Pittsburgh,PA,Northeast,1715297,40.4396,-79.9763
1FT8W3DT5GEC01316,Ford,Super,2016,4,49899,40649,Matteson,IL,Midwest,19418,41.5095,-87.7468
1GCVKREC6FZ210579,Chevrolet,Silverado,2015,5,36995,44943,Alcoa,TN,South,10228,35.8073,-83.9752
3VWD17AJ5EM439582,Volkswagen,Jetta,2014,6,12495,26963,West Islip,NY,Northeast,27117,40.7097,-73.2971
1FADP3F23FL207700,Ford,FocusSedan,2015,5,11263,44510,Show Low,AZ,West,10837,34.2671,-110.0384
1D7RB1CT4AS141503,Dodge,Ram,2010,10,12995,96314,Orlando,FL,South,1776841,28.4772,-81.3369
5NPE24AF0GH384286,Hyundai,Sonata2.4L,2016,4,15295,47053,Farmington,NM,West,52555,36.7555,-108.1823
1D7HU18N36S637335,Dodge,Ram,2006,14,11407,118904,Fargo,ND,Midwest,204820,46.8653,-96.8292
3GCPKSE75DG147121,Chevrolet,Silverado,2013,7,28995,55071,Tyler,TX,South,141116,32.3184,-95.3065
2C4RDGBG2CR307291,Dodge,Grand,2012,8,8288,109506,Pensacola,FL,South,344400,30.4427,-87.1886
1FADP3E29EL265827,Ford,FocusSedan,2014,6,9000,35745,Charlotte,NC,South,1467362,35.2079,-80.8304
1FADP3J20EL250946,Ford,FocusSedan,2014,6,11750,28577,Jersey City,NJ,Northeast,270753,40.7161,-74.0683
2G1FT1EWXC9163116,Chevrolet,CamaroCoupe,2012,8,26231,20101,North Bend,WA,West,6821,47.4898,-121.7738
3VWDP7AJ6DM290998,Volkswagen,Jetta,2013,7,8488,83986,San Antonio,TX,South,2002530,29.4658,-98.5254
3GCUKSEC0GG153123,Chevrolet,Silverado,2016,4,46988,18619,Fort Worth,TX,South,874168,32.7812,-97.3472
3GCRKSE3XAG207508,Chevrolet,Silverado,2010,10,22995,81602,Merced,CA,West,144117,37.3057,-120.4779
1FTNW21F42ED35111,Ford,Super,2002,18,13990,192557,Laramie,WY,West,33508,41.3099,-105.6085
5J6TF1H58BL003399,Honda,Accord,2011,9,16693,49343,Vero Beach,FL,South,16919,27.6463,-80.393
1FTFW1ET1EFA26435,Ford,F-1504WD,2014,6,35123,35733,Atlanta,GA,South,5228750,33.7627,-84.4225
WBAKP9C58ED692604,BMW,5,2014,6,32240,47278,Newnan,GA,South,38909,33.3765,-84.776
1J8GR48K77C607810,Jeep,Grand,2007,13,10995,86884,Tigard,OR,West,53148,45.4237,-122.7845
JTHBK1GG1F2157477,Lexus,ES,2015,5,32988,21439,Fort Wayne,IN,Midwest,328564,41.0885,-85.1436
2GNALBEK8F6400526,Chevrolet,EquinoxFWD,2015,5,16669,42202,Pataskala,OH,Midwest,15566,40.011,-82.7155
1HGCR2F33EA300439,Honda,Accord,2014,6,13995,48276,Marietta,GA,South,61048,33.9532,-84.5422
1HGCM55445A066578,Honda,Accord,2005,15,7995,134919,Hickory,NC,South,215353,35.7426,-81.323
3FA6P0HD9ER397430,Ford,FusionSE,2014,6,13999,43926,Manchester,NH,Northeast,160742,42.9848,-71.4447
19XFB2F59FE013073,Honda,Civic,2015,5,12495,10512,Doral,FL,South,61130,25.8151,-80.3565
WBAKE3C54DE771540,BMW,3,2013,7,19697,20349,Gastonia,NC,South,180974,35.2494,-81.1853
1N4AL3AP8HC123893,Nissan,Altima2.5,2017,3,16488,13246,Miami,FL,South,6381966,25.7839,-80.2102
1FM5K7D8XFGB12423,Ford,ExplorerXLT,2015,5,28788,26310,Pahrump,NV,West,35812,36.2411,-116.0176
5J6RM4H79DL082782,Honda,CR-VEX-L,2013,7,18400,62020,Gastonia,NC,South,180974,35.2494,-81.1853
KM8SMDHFXHU175949,Hyundai,Santa,2017,3,22434,33464,Anaheim,CA,West,352497,33.839,-117.8573
3GTP2VE7XDG159976,GMC,Sierra,2013,7,28595,70227,Henderson,NC,South,20158,36.3259,-78.4155
1FT8W3BT4GED27055,Ford,Super,2016,4,42991,37332,Katy,TX,South,18282,29.7905,-95.8353
1FTPW12VX9FA57635,Ford,F-1502WD,2009,11,13922,131146,Hoover,AL,South,84920,33.3754,-86.8065
3GTP2VE72DG106382,GMC,Sierra,2013,7,29991,43432,Katy,TX,South,18282,29.7905,-95.8353
2GNALCEK2H6230852,Chevrolet,EquinoxFWD,2017,3,20999,14559,Morrow,GA,South,7473,33.5816,-84.3392
1FTEW1EF9FFB04077,Ford,F-1504WD,2015,5,35554,57311,Watchung,NJ,Northeast,5985,40.6432,-74.4391
1G1BF5SM0H7143417,Chevrolet,CruzeSedan,2017,3,17000,15058,Waldorf,MD,South,73223,38.6085,-76.9195
1GTN1LEC8GZ901761,GMC,Sierra,2016,4,21855,17763,San Jose,CA,West,1821899,37.3021,-121.8489
1HGCM82623A012412,Honda,Accord,2003,17,5377,181649,Hueytown,AL,South,15460,33.4237,-87.0221
3VWDP7AJ5DM439921,Volkswagen,Jetta,2013,7,12595,44808,Bakersfield,CA,West,574362,35.353,-119.0359
1GCEC19W21Z268880,Chevrolet,Silverado,2001,19,4988,163875,Sacramento,CA,West,1854698,38.5667,-121.4683
5J6RM3H79CL029587,Honda,CR-VEX-L,2012,8,16995,78961,Opelousas,LA,South,25056,30.528,-92.0851
1GT125C81BF212211,GMC,Sierra,2011,9,48995,78278,Vacaville,CA,West,100801,38.359,-121.968
1C4RJEBG2GC401621,Jeep,Grand,2016,4,28999,26904,Houston,TX,South,5446468,29.7869,-95.3905
5TFHW5F1XHX616046,Toyota,Tundra,2017,3,43991,1312,Fond du Lac,WI,Midwest,54629,43.7718,-88.4397
1HGCT1B84EA001023,Honda,Accord,2014,6,15370,86537,Abilene,TX,South,114964,32.4543,-99.7384
1G1ZE5ST8HF190077,Chevrolet,MalibuLT,2017,3,18533,18219,Victorville,CA,West,346948,34.5277,-117.3536
4S4BSAKC7H3279713,Subaru,Outback2.5i,2017,3,30388,8127,Austin,TX,South,1638716,30.3006,-97.7517
1C4BJWEG4DL507521,Jeep,Wrangler,2013,7,28585,69360,Hamler,OH,Midwest,559,41.2281,-84.0355
5N1AT2MV8FC797548,Nissan,RogueSV,2015,5,21919,9239,New Rochelle,NY,Northeast,79946,40.9305,-73.7836
5XYZT3LBXEG171143,Hyundai,Santa,2014,6,17350,31191,El Cajon,CA,West,103894,32.8017,-116.9604
2HGFB2F84EH543739,Honda,Civic,2014,6,15990,19204,Fredericksburg,VA,South,164976,38.2992,-77.4872
2HGFG3B04DH518684,Honda,Civic,2013,7,12700,90378,Highland Park,IL,Midwest,29767,42.1823,-87.8105
19XFB2F58EE067110,Honda,Civic,2014,6,12555,44931,Bristol,WI,Midwest,5034,42.5378,-88.0149
1FM5K8D83FGC61259,Ford,ExplorerXLT,2015,5,27659,33342,Bensenville,IL,Midwest,18330,41.9595,-87.9434
5XYKTCA6XFG567775,Kia,SorentoLX,2015,5,19000,18123,Beloit,KS,Midwest,3187,39.4645,-98.1083
2GNALDEKXC1181590,Chevrolet,EquinoxFWD,2012,8,13987,52321,Bridgeview,IL,Midwest,16335,41.7402,-87.8067
1FTDX1766VKC77115,Ford,F-1502WD,1997,23,6995,99650,Des Moines,IA,Midwest,481222,41.5725,-93.6105
1HGCR2F3XEA219227,Honda,Accord,2014,6,15750,24063,Virginia Beach,VA,South,1480383,36.7335,-76.0435
1GCRCREH6EZ146892,Chevrolet,Silverado,2014,6,26995,39134,Countryside,IL,Midwest,5964,41.7741,-87.8752
4T1BF1FK3HU301142,Toyota,CamrySE,2017,3,16488,21455,Miami,FL,South,6381966,25.7839,-80.2102
1C4RJFAG0GC434267,Jeep,Grand,2016,4,25154,39320,Clarksville,TN,South,182849,36.5696,-87.3428
3FA6P0H7XGR367799,Ford,FusionSE,2016,4,16677,25281,East Dundee,IL,Midwest,3192,42.097,-88.2545
2T1BURHE0EC195810,Toyota,CorollaLE,2014,6,12000,62140,Kirkwood,MO,Midwest,27653,38.5789,-90.4203
3GCPCSEC9EG460779,Chevrolet,Silverado,2014,6,33995,48533,Fuquay-Varina,NC,South,27906,35.5961,-78.7807
WMWWG9C56G3C22357,MINI,Cooper,2016,4,28975,2284,Dallas,TX,South,5733259,32.7936,-96.7662
2T1BURHE7EC217396,Toyota,CorollaLE,2014,6,14991,19871,Greenville,SC,South,467894,34.8362,-82.3649
5NMSH73E67H121403,Hyundai,Santa,2007,13,8500,105655,Norfolk,VA,South,244703,36.8945,-76.259
SALSK25469A191191,Land,Rover,2009,11,15999,87784,Roswell,GA,South,94786,34.0391,-84.3513
WBA3C3G55ENS67097,BMW,3,2014,6,22950,23084,Carrollton,TX,South,135710,32.989,-96.8999
19XFC2F79GE075671,Honda,Civic,2016,4,17391,16014,Orlando,FL,South,1776841,28.4772,-81.3369
2FMTK3J83FBB26756,Ford,EdgeSEL,2015,5,24995,36640,San Antonio,TX,South,2002530,29.4658,-98.5254
3VWLA7AJ9FM202185,Volkswagen,Jetta,2015,5,19250,42449,Urbana,IL,Midwest,41989,40.1106,-88.1972
1N4AL3AP1FC285734,Nissan,Altima2.5,2015,5,15988,17095,Franklin,TN,South,78321,35.9216,-86.8525
2GNALBEKXF6352673,Chevrolet,EquinoxFWD,2015,5,17976,14885,Lansing,MI,Midwest,320928,42.7142,-84.5601
KNMAT2MT5GP597739,Nissan,RogueSV,2016,4,20988,2801,Corpus Christi,TX,South,341435,27.7261,-97.3755
2G1FE1E31C9128125,Chevrolet,CamaroCoupe,2012,8,14788,74267,Memphis,TN,South,1068873,35.1046,-89.9773
5XXGM4A75FG352813,Kia,OptimaLX,2015,5,16777,30063,Clovis,CA,West,109691,36.8277,-119.6838
2GNFLGEK4E6103111,Chevrolet,EquinoxAWD,2014,6,14991,73906,Crossville,TN,South,17326,35.9526,-85.0294
WBSBL93415PN61608,BMW,3,2005,15,17999,78016,Countryside,IL,Midwest,5964,41.7741,-87.8752
3VWD17AJ1EM291222,Volkswagen,Jetta,2014,6,10995,50742,Brooklyn,NY,Northeast,2629150,40.6501,-73.9496
4S4BSACC5H3318667,Subaru,Outback2.5i,2017,3,27377,7715,Saco,ME,Northeast,19485,43.539,-70.4624
5XYPGDA30HG293981,Kia,SorentoLX,2017,3,23486,6807,Scottsdale,AZ,West,249950,33.6872,-111.8651
1G1ZE5ST3HF208016,Chevrolet,MalibuLT,2017,3,18533,15585,Stuart,FL,South,16543,27.1958,-80.2438
2CNDL13F796240192,Chevrolet,EquinoxFWD,2009,11,7880,102000,Plattsmouth,NE,Midwest,6544,41.0053,-95.894
1G1ZE5ST2HF188258,Chevrolet,MalibuLT,2017,3,18533,15445,Escondido,CA,West,151969,33.1347,-117.0723
3GCUKSEC4EG465670,Chevrolet,Silverado,2014,6,35744,46448,Texarkana,TX,South,80145,33.4487,-94.0815
1FMCU0GX4GUA83595,Ford,EscapeFWD,2016,4,18994,16620,Conyers,GA,South,16015,33.6645,-83.9967
1GCHK29U82E266533,Chevrolet,Silverado,2002,18,5700,101365,Bethlehem,PA,Northeast,75707,40.6266,-75.3679
1FMCU0J93HUC04788,Ford,EscapeFWD,2017,3,22567,21142,Victorville,CA,West,346948,34.5277,-117.3536
2A4RR6DX5AR143020,Chrysler,Town,2010,10,9995,101436,Enterprise,AL,South,38737,31.3276,-85.8459
19XFB2F51FE009888,Honda,Civic,2015,5,12760,70689,Lexington,SC,South,21265,33.9891,-81.2195
1FADP3F2XDL148951,Ford,FocusSedan,2013,7,9999,41392,Webster,NY,Northeast,5652,43.215,-77.4225
5XXGM4A74FG466656,Kia,OptimaLX,2015,5,13748,46551,Antioch,IL,Midwest,14235,42.4742,-88.0721
1FTEW1CM8EKE11330,Ford,F-1502WD,2014,6,25994,73540,Abilene,TX,South,114964,32.4543,-99.7384
WMWZC3C57DWP21830,MINI,Cooper,2013,7,14900,53818,Plano,TX,South,286143,33.0502,-96.7487
WBA5B3C56ED293263,BMW,5,2014,6,32995,47482,Westbrook,ME,Northeast,18730,43.6954,-70.3539
5YFBURHE7HP691580,Toyota,CorollaLE,2017,3,21394,4200,Winnsboro,LA,South,5078,32.1651,-91.721
1HGCR2F7XFA016973,Honda,Accord,2015,5,17382,44239,Columbus,OH,Midwest,1528314,39.986,-82.9851
3VW4S7AJ3FM285534,Volkswagen,Jetta,2015,5,19999,37556,Allentown,PA,Northeast,682899,40.5961,-75.4755
2C4RDGBG6CR182361,Dodge,Grand,2012,8,11998,90733,Virden,IL,Midwest,4193,39.5058,-89.7711
1J4GW58J42C186144,Jeep,Grand,2002,18,5888,115541,San Mateo,CA,West,104748,37.5522,-122.3122
2T2ZZMCA8GC013003,Lexus,RX,2016,4,38000,9539,Brookfield,WI,Midwest,38045,43.064,-88.1231
WMWMS3C50ATY51815,MINI,Cooper,2010,10,7990,89491,Paterson,NJ,Northeast,148678,40.9147,-74.1624
1FT7W2BT7EEB44865,Ford,Super,2014,6,48950,53895,Tyler,TX,South,141116,32.3184,-95.3065
1FT7W2BT6DEA32623,Ford,Super,2013,7,31900,105690,Houston,TX,South,5446468,29.7869,-95.3905
1HGCT1B77EA004716,Honda,Accord,2014,6,14999,72848,Florence,KY,South,32305,38.99,-84.6471
WBAFU9C50BC785824,BMW,5,2011,9,18495,92573,Plano,TX,South,286143,33.0502,-96.7487
JTHBE262785018765,Lexus,IS,2008,12,11199,88950,Placentia,CA,West,52157,33.8807,-117.8553
JTHBW1GG5D2029681,Lexus,ES,2013,7,25950,26966,Dallas,TX,South,5733259,32.7936,-96.7662
2GNALAEK3E6141940,Chevrolet,EquinoxFWD,2014,6,14200,44911,Annapolis,MD,South,39321,38.9706,-76.5047
1HGCR2F38DA002306,Honda,Accord,2013,7,12499,71792,Birmingham,AL,South,744189,33.5277,-86.7987
3GCUKSEC7EG101081,Chevrolet,Silverado,2014,6,34292,56199,Boulder,CO,West,126054,40.0249,-105.2523
5TFRM5F18FX089504,Toyota,Tundra,2015,5,27955,26347,Dallas,TX,South,5733259,32.7936,-96.7662
5J6RM3H79FL003351,Honda,CR-VEX-L,2015,5,24759,23118,Cumming,GA,South,6284,34.2064,-84.1337
2GNALPEK1D6362647,Chevrolet,EquinoxFWD,2013,7,14522,64064,Melbourne,FL,South,82011,28.1085,-80.6627
2GNALPEKXC1220213,Chevrolet,EquinoxFWD,2012,8,9999,137079,Asheboro,NC,South,39076,35.7157,-79.8129
2T3RFREV4FW391768,Toyota,RAV44X4,2015,5,21197,26603,Brooklyn Park,MN,Midwest,80581,45.1112,-93.3505
1G1ZE5STXHF206568,Chevrolet,MalibuLT,2017,3,18995,20055,Osage City,KS,Midwest,2549,38.6337,-95.8218
5XYZT3LB5HG422493,Hyundai,Santa,2017,3,17987,35406,Victorville,CA,West,346948,34.5277,-117.3536
1FM5K7D8XEGA27810,Ford,ExplorerXLT,2014,6,26859,16201,Enid,OK,South,48325,36.4061,-97.8701
1C4RJFBG3EC535671,Jeep,Grand,2014,6,26995,47929,Greencastle,IN,Midwest,10834,39.6431,-86.8419
4T1BF1FKXFU022915,Toyota,CamrySE,2015,5,17988,34120,Lawrence,KS,Midwest,97341,38.9598,-95.2641
5NPE34AF9GH401888,Hyundai,Sonata2.4L,2016,4,21166,2540,Bedford,TX,South,49486,32.8464,-97.135
2GNALAEK2F6249936,Chevrolet,EquinoxFWD,2015,5,14990,33453,Mesa,AZ,West,496401,33.4017,-111.7181
3GTU2WEJ6FG373046,GMC,Sierra,2015,5,49995,34489,Homestead,FL,South,69907,25.4665,-80.4472
1FMCU0G96HUA63531,Ford,EscapeFWD,2017,3,17987,33106,Victorville,CA,West,346948,34.5277,-117.3536
WMWMF73579TW81797,MINI,Cooper,2009,11,8995,97792,Concord,CA,West,654770,37.9722,-122.0016
5TFUM5F10BX024778,Toyota,Tundra,2011,9,22962,98122,Oregon City,OR,West,36360,45.3414,-122.5927
JTHBW1GG2D2005354,Lexus,ES,2013,7,22595,29029,Midway City,CA,West,8819,33.7451,-117.9849
2GNALDEK7D6429847,Chevrolet,EquinoxFWD,2013,7,13877,78621,Texarkana,TX,South,80145,33.4487,-94.0815
1FM5K8D85DGC33377,Ford,ExplorerXLT,2013,7,19495,73870,Frederick,MD,South,154972,39.4336,-77.4157
5NPE24AF7GH385676,Hyundai,Sonata2.4L,2016,4,13294,39374,Gadsden,AL,South,61656,34.009,-86.0156
5XYPG4A39GG129093,Kia,SorentoLX,2016,4,19797,21227,Fairfax,VA,South,24097,38.8531,-77.2997
1FT7W2BT3CED07475,Ford,Super,2012,8,35981,94623,Corpus Christi,TX,South,341435,27.7261,-97.3755
5TFTX4CN7FX048473,Toyota,Tacoma2WD,2015,5,22898,18112,Roseville,CA,West,135329,38.7691,-121.3178
2GNALCEK8G6353764,Chevrolet,EquinoxFWD,2016,4,20998,15821,Wood River,IL,Midwest,10263,38.8632,-90.0774
1FMCU0J93HUB46147,Ford,EscapeFWD,2017,3,21867,28669,Vero Beach,FL,South,16919,27.6463,-80.393
1G1BF5SM8H7206313,Chevrolet,CruzeSedan,2017,3,17679,12664,Delray Beach,FL,South,68749,26.455,-80.0905
1G1BE5SM5H7183172,Chevrolet,CruzeSedan,2017,3,15990,13984,Sterling,VA,South,30378,39.0052,-77.405
